CovidenceID,aveAge (years),aveHeight (cm),aveWeight (kg)," Number of subjects, N", Muscle,Type,Gender,combined,CSA, Miscellaneous, Voluntary (V) or Stimulated (S) Force measurement,aveVol (cm3),aveFL (cm),avePCSA (cm2),aveTorque (Nm),aveForce (N),aveST (N/cm2), Muscle Volume measurement method, Fiber /fascicle length measurement method , PCSA /ACSA calculation method, Torque measurement method, Force measurement/calculation method, Specific tension calculation method,Muscle volume,Fiber/Fascicle length method,Fiber/Fascicle length,ASCA,PSCA,Torque,Torque correction,Moment Arm measured,Moment Arm correction,Force,Specific Tension,Pennation angle,pending column,pending column.1,pending column.2,Overall note,Total Score,Title_x,Covidence #,Study ID,Title_y,Country,Study design,Notes,Authors,Year,Journal,PMID,Muscle,name,fast/slow,Joint type,antigrav/grav,Joint action,secondary joint action,anatomical location
2821,25,172,73,9,VL,YNG T,Male,"M 9,HL after training",PCSA,,"V, activation level checked with supramaximal 
electrical stimulations",2011,8.61,79,262,,25.1,,,,,,,CSA accumulation times slice interval,Ultrasound,Fascicle length at MVC,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,Ultrasound,measured at MVC angle,Tendon Force using relative PCSA,Force/rPCSA,Measured,,,,,1,#2821 Kubo 2006-Effects of low-load resistance training with vascular occlusion on the mechanical properties of muscle and tendon.,2821,Kubo 2006,Effects of low-load resistance training with vascular occlusion on the mechanical properties of muscle and tendon., Japan,Other: within-subjects design with a crossover element and a pre-test/post-test structure,"Before and after training, maximal isometric knee extension torque (MVC) and muscle volume were measured. Specific tension of vastus lateralis muscle (VL) was calculated from MVC, muscle volume, and muscle architecture measurements.",Kubo K; Komuro T; Ishiguro N; Tsunoda N; Sato Y; Ishii N; Kanehisa H; Fukunaga T,2006,J Appl Biomech,16871002,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh
2680,20.1,176.9,76.1,17,QF,YNG UT,Male,Male 17 untrained,PCSA,,mixed,2074,,231,269,6296,29.5," The volume of each
of the component QF muscles [vastus lateralis (VL), vastus intermedius (VI), rectus femoris (RF) and vastus medialis (VM)] was calculated from serial axial MRI

individual muscle volume measured from serial axial MRI","measured using ultrasound during MVC

Fascicle length (Lf) and pennation angle (hp) of the VL, VI, RF and VM muscles were measured during MVC using ultrasonography along the mid-sagittal plane at
50% of the length of each muscle. ","Dividing each compo-
nent muscle volume by its respective Lf provided the PCSA of the individual muscles. he sum of these four PCSAs gave the whole QF PCSA (Erskine et al. 2009).

rPCSA=VOL*cos(alpha)/lf
summed for each muscle to yield QF rPCSA","torque corrected for antagonist activation and submax activation of  QF.

dPT was determined from sagittal and coronal-plane knee scans
obtained from a magnetic resonance imaging (MRI)
scanner (G-Scan; Esaote Biomedica, Genoa, Italy).","using measured patella tendon moment arm, corrected r the difference
between dPT at full extension and optimum joint angle
and between rest and MVC

A minimum of two
maximal voluntarily isometric leg extensions (MVCs) were performed on the chair of an isokinetic dynamometer (Cybex Norm; Cybex International, New York,
NY, USA) at 70, 80 and 90
 of knee flexion.  Each MVC lasted 2–3 s with a rest interval of 2 min between each contraction. Antagonist
muscle co-activation was estimated by determining the electromyographic (EMG) activity of the biceps femoris muscle during MVC. The interpolated twitch technique was used to determine the level of maximal voluntary QF muscle activation at 90
 of knee flexion. This level
of activation was applied to the MVC at optimum
angle, which, when corrected for antagonist muscle co-activation, provided true maximum torque (TMT). To calculate maximum QF muscle force recorded at the patellar tendon, it was necessary to divide TMT by the patellar tendon moment arm length (dPT).
Maximum patellar tendon
force (Ft) was thus calculated as TMT/dPT.","As the force generated by each component QF muscle would be reduced according to
the hp when resolved along the patellar tendon, each constituent muscle PCSA was multiplied by the cosine
of its respective hp to provide four reduced PCSAs.
Maximum patellar tendon force was subsequently divided by the sum of these reduced PCSAs to provide QF specific tension.

patella force/ QF rPCSA",CSA accumulation times slice interval,Ultrasound,Fascicle length at MVC,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,MRI at rest,MVC correction and Joint angle correction,Tendon Force ,Force/rPCSA,Measured,,,,method 1 of Erksine 2009,1,#2680 Erskine 2010-Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,2680,Erskine 2010b,Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Williams AG; Stewart CE; Degens H,2010,Acta Physiol (Oxf),20102343,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
2680,20.1,176.9,76.1,17,VL,YNG UT,Male,Male 17 untrained,PCSA,pennation angle: 16.2 ± 2.4,mixed,677,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#2680 Erskine 2010-Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,2680,Erskine 2010b,Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Williams AG; Stewart CE; Degens H,2010,Acta Physiol (Oxf),20102343,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh
2680,20.1,176.9,76.1,17,VI,YNG UT,Male,Male 17 untrained,PCSA,pennation angle: 13.2 ± 3.2,mixed,586,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#2680 Erskine 2010-Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,2680,Erskine 2010b,Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Williams AG; Stewart CE; Degens H,2010,Acta Physiol (Oxf),20102343,VI,Vastus Intermedius,60/40,monoarticular,antigravity,knee extensor,,Thigh
2680,20.1,176.9,76.1,17,RF,YNG UT,Male,Male 17 untrained,PCSA,pennation angle: 26.5 ± 4.6,mixed,345,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#2680 Erskine 2010-Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,2680,Erskine 2010b,Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Williams AG; Stewart CE; Degens H,2010,Acta Physiol (Oxf),20102343,RF,Rectus Femoris,60/40,biarticular,antigravity,knee extensor,hip flexor,Thigh
2680,20.1,176.9,76.1,17,VM,YNG UT,Male,Male 17 untrained,PCSA,pennation angle: 24.5 ± 6.8,mixed,466,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#2680 Erskine 2010-Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,2680,Erskine 2010b,Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Williams AG; Stewart CE; Degens H,2010,Acta Physiol (Oxf),20102343,VM,Vastus Medialis,Slow,monoarticular,antigravity,knee extensor,,Thigh
2680,20.1,176.9,76.1,17,QF,YNG T,Male,Male 17 trained,PCSA,,mixed,2188,,245,350,8023,35.5,,,,,,,CSA accumulation times slice interval,Ultrasound,Fascicle length at MVC,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,MRI at rest,MVC correction and Joint angle correction,Tendon Force ,Force/rPCSA,Measured,,,,,1,#2680 Erskine 2010-Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,2680,Erskine 2010b,Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Williams AG; Stewart CE; Degens H,2010,Acta Physiol (Oxf),20102343,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
2680,20.1,176.9,76.1,17,VL,YNG T,Male,Male 17 trained,PCSA,pennation angle: 16.9 ± 2.4,mixed,704,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#2680 Erskine 2010-Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,2680,Erskine 2010b,Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Williams AG; Stewart CE; Degens H,2010,Acta Physiol (Oxf),20102343,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh
2680,20.1,176.9,76.1,17,VI,YNG T,Male,Male 17 trained,PCSA,pennation angle: 13.8 ± 3.1,mixed,609,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#2680 Erskine 2010-Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,2680,Erskine 2010b,Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Williams AG; Stewart CE; Degens H,2010,Acta Physiol (Oxf),20102343,VI,Vastus Intermedius,60/40,monoarticular,antigravity,knee extensor,,Thigh
2680,20.1,176.9,76.1,17,RF,YNG T,Male,Male 17 trained,PCSA,pennation angle: 27.0 ± 4.2,mixed,375,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#2680 Erskine 2010-Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,2680,Erskine 2010b,Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Williams AG; Stewart CE; Degens H,2010,Acta Physiol (Oxf),20102343,RF,Rectus Femoris,60/40,biarticular,antigravity,knee extensor,hip flexor,Thigh
2680,20.1,176.9,76.1,17,VM,YNG T,Male,Male 17 trained,PCSA,pennation angle: 24.9 ± 7.4,mixed,500,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#2680 Erskine 2010-Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,2680,Erskine 2010b,Resistance training increases in vivo quadriceps femoris muscle specific tension in young men.,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Williams AG; Stewart CE; Degens H,2010,Acta Physiol (Oxf),20102343,VM,Vastus Medialis,Slow,monoarticular,antigravity,knee extensor,,Thigh
2677,29,171,63,4,BIC,YNG ,Male,M 4,PCSA,The relative contribution of each elbow flexor muscle to the flexion torque was calculated by PCSA times the moment arm (An et al. 1981; Edgerton et al. 1986). The BRA had a greater contribution (47%) than that of BIC (34%) and BRD (19%),V,181,20,9.1,28.2,660.3,72.3,"MRI,
sum of ACSA * slice interval","measured lm and lf:lm ratio from cadavers

Muscle length (lmu) was defined as the dis- 
tance between the most proximal and the most distal images in 
which the muscle was visible","For elbow flexor muscles: PCSA = Vmu/lf 
For elbow extensor muscles: PCSA = Vmu/lf * cos(alpha) ","Maximal voluntary isometric, concentric, 
and eccentric strength of elbow flexors and extensors was mea- 
sured 


 The measurement of el- 
bow flexion and extension torque was carried out with the subjects seated, with their dominant arm supported on the horizontal  plane on a padded table.  The axis of rotation of the elbow joint  was visually aligned to the axis of the lever arm of the dynamometer. The subject's wrist was fixed at the end of the lever arm in a neutral (between supination and pronation) position. Isometric  torque was measured three times each at elbow joint angles 0.873, 1.222, 1.571, and 1.920 rad (full extension corresponds to zero), maximal value was adopted","F=TQ/MA

moment arm measured from MRI",tendon force/PCSA,CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol/Fiber length,Highest value from torque meter (multiple MVC trials),,Measured from MRI,measured at MVC angle,Tendon Force ,Force/PCSA,,,,,,3,#2677 Kawakami 1994-Specific tension of elbow flexor and extensor muscles based on magnetic resonance imaging.,2677,Kawakami 1994,Specific tension of elbow flexor and extensor muscles based on magnetic resonance imaging., Japan,Case control study,Force and tension calculated from data in the paper,Kawakami Y; Nakazawa K; Fujimoto T; Nozaki D; Miyashita M; Fukunaga T,1994,Eur J Appl Physiol Occup Physiol,8194543,BIC,Biceps Brachii,50/50,mixed,non-antigravity,elbow flexor,,Upper arm
2677,29,171,63,4,BRA,YNG ,Male,M 4,PCSA,,V,152,12,12.7,20.4,910.9,72.3,,,,,,,CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol/Fiber length,Highest value from torque meter (multiple MVC trials),,Measured from MRI,measured at MVC angle,Tendon Force ,Force/PCSA,,,,,,3,#2677 Kawakami 1994-Specific tension of elbow flexor and extensor muscles based on magnetic resonance imaging.,2677,Kawakami 1994,Specific tension of elbow flexor and extensor muscles based on magnetic resonance imaging., Japan,Case control study,Force and tension calculated from data in the paper,Kawakami Y; Nakazawa K; Fujimoto T; Nozaki D; Miyashita M; Fukunaga T,1994,Eur J Appl Physiol Occup Physiol,8194543,BRA,Brachialis,Fast,monoarticular,non-antigravity,elbow flexor,,Upper arm
2677,29,171,63,4,BRD,YNG ,Male,M 4,PCSA,,V,39,12,3.2,11.41,226.4,71.9,,,,,,,CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol/Fiber length,Highest value from torque meter (multiple MVC trials),,Measured from MRI,measured at MVC angle,Tendon Force ,Force/PCSA,,,,,,3,#2677 Kawakami 1994-Specific tension of elbow flexor and extensor muscles based on magnetic resonance imaging.,2677,Kawakami 1994,Specific tension of elbow flexor and extensor muscles based on magnetic resonance imaging., Japan,Case control study,Force and tension calculated from data in the paper,Kawakami Y; Nakazawa K; Fujimoto T; Nozaki D; Miyashita M; Fukunaga T,1994,Eur J Appl Physiol Occup Physiol,8194543,BRD,Brachioradialis,60/40,monoarticular,non-antigravity,elbow flexor,,Upper arm
2677,29,171,63,4,EF,YNG ,Male,M 4,ACSA,,V,,,25,59.9,1819.5,72.7,,,,,,,CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol/Fiber length,Highest value from torque meter (multiple MVC trials),,Measured from MRI,measured at MVC angle,Tendon Force ,Force/PCSA,,,,,"As for elbow flexors, averaged values of the moment arms of
agonists were calculated (weighed by the relative PCSA to total)
and considered the representative moment arm for all the flexors.",3,#2677 Kawakami 1994-Specific tension of elbow flexor and extensor muscles based on magnetic resonance imaging.,2677,Kawakami 1994,Specific tension of elbow flexor and extensor muscles based on magnetic resonance imaging., Japan,Case control study,Force and tension calculated from data in the paper,Kawakami Y; Nakazawa K; Fujimoto T; Nozaki D; Miyashita M; Fukunaga T,1994,Eur J Appl Physiol Occup Physiol,8194543,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm
2677,29,171,63,4,EE,YNG ,Male,M 4,PCSA,,V,388,8,46.8,67.7,3008.6,65.4,,,,,,,CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol*cos θ/Fiber length,Highest value from torque meter (multiple MVC trials),,Measured from MRI,measured at MVC angle,Tendon Force ,Force/rPCSA,Literature value,,,,,5,#2677 Kawakami 1994-Specific tension of elbow flexor and extensor muscles based on magnetic resonance imaging.,2677,Kawakami 1994,Specific tension of elbow flexor and extensor muscles based on magnetic resonance imaging., Japan,Case control study,Force and tension calculated from data in the paper,Kawakami Y; Nakazawa K; Fujimoto T; Nozaki D; Miyashita M; Fukunaga T,1994,Eur J Appl Physiol Occup Physiol,8194543,EE,Elbow Extensors,Fast,mixed,non-antigravity,elbow extensor,,Upper arm
2664,20,178,74,42,QF,YNG UT,Male,"m Before training
42",PCSA, Method 2 ,both,2084,8.9,238,248,5809,25.9,"single MRI and regression
Calculated based on the equation by Morse et al. 2007 using: 
Femur length: measured with ultrasound
ACSA: MRI taken at 40% of femur length and calculating the area of each muscle. 

","Using the method 2 of Erskine et al 2009. 
During MVC at the optimal knee angle, VL muscle fascicle length was measured using ultrasonography. This measurement was taken at a 50% of femur length along the mid-sagittal plane of the VL muscle

only VL fl used ","At 40% of femur length MRI was used to measure each component of QF muscle. 
Calculated by dividing Vm by VL fascicle length

rPCSA=vol*cos(alpha_VL)/fiber length_VL","Correcting MVC torque for QF muscle activation and
antagonist muscle coactivation

Isometric leg extension MVC were performed on a dynamometer at optimal knee joint angle. Antagonist muscle coactivation estimated assuming a linear relationship between torque and EMG activity of biceps femoris. 
Interpolated twitch technique used to determine max volunatry QF muscle activation. 
Patellar tendon moment arm: MRI
Correcting MVC torque for QF muscle activation and antag coact. true maximal torque.","using lit moment arm.

 Maximal patellar tendon force calculated with: 
F = TMT x d(PT)-1","force/reduced pcsa

PCSA multiplied by the cosine of VL θp to provide reduced QF PCRSA. 
Max patellar force divided by the reduced QF PCSA to profide QF specific tension. ",measured MRI ACSA and lit regression,Ultrasound,Fascicle length at MVC of representative muscle,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,Measured from MRI,,Tendon Force ,Force/rPCSA,measured PA representative muscle,,,,VL lf and pennation assumed for QF (Erskine method2),1,#2664 Erskine 2011-What causes in vivo muscle specific tension to increase following resistance training?,2664,Erskine 2011,What causes in vivo muscle specific tension to increase following resistance training?,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Maffulli N; Williams AG; Stewart CE; Degens H,2011,Exp Physiol,20889606,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
2664,20,178,178,42,QF,YNG T,Male,"m After training
42",PCSA, Method 2 ,both,2200,8.9,253,315,7152,30.3,,,,,,,measured MRI ACSA and lit regression,Ultrasound,Fascicle length at MVC of representative muscle,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,Measured from MRI,,Tendon Force ,Force/rPCSA,measured PA representative muscle,,,,,1,#2664 Erskine 2011-What causes in vivo muscle specific tension to increase following resistance training?,2664,Erskine 2011,What causes in vivo muscle specific tension to increase following resistance training?,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Maffulli N; Williams AG; Stewart CE; Degens H,2011,Exp Physiol,20889606,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
2664,20,178,178,17,QF,YNG UT,Male,"m Before training
17",PCSA,Method 1- more detailed. individual muscle volume measured from multiple MRI scans and individual fiber length,both,2116,9.1,235,244,5896,26.5,"Multiple MRI
17 participants: Volume of each constituent muscle was measured. ","17 participants: Using method 1 of Erskine et al. 2009 
Fascicle length and pennation angle determined for each of the 4 heads of the QF. 
","individual muscle volume/fiber length

for each muscle
rPCSA=vol*cos(alpha)/fiber length",,,,CSA accumulation times slice interval,Ultrasound,Fascicle length at MVC,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,Measured from MRI,,Tendon Force ,Force/rPCSA,Measured,,,,,2,#2664 Erskine 2011-What causes in vivo muscle specific tension to increase following resistance training?,2664,Erskine 2011,What causes in vivo muscle specific tension to increase following resistance training?,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Maffulli N; Williams AG; Stewart CE; Degens H,2011,Exp Physiol,20889606,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
2664,20,178,74,17,QF,YNG T,Male,"m After training
17 ",PCSA, Method 1 ,both,2237,9,252,315,7316,30.8,,,,,,,CSA accumulation times slice interval,Ultrasound,Fascicle length at MVC,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,Measured from MRI,,Tendon Force ,Force/rPCSA,Measured,,,,,2,#2664 Erskine 2011-What causes in vivo muscle specific tension to increase following resistance training?,2664,Erskine 2011,What causes in vivo muscle specific tension to increase following resistance training?,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Maffulli N; Williams AG; Stewart CE; Degens H,2011,Exp Physiol,20889606,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
2653,20,178,77,53,QF,YNG UT,Male,Male 53 Before training,PCSA,,V and S ,2080,8.9,237,246,5722,25.6,"MRI and literature regression

Femur length was measured as the distance from the tibi-
ofemoral point of contact to the proximal insertion of the
VL muscle, identified using ultrasonography. Oil-filled beads were attached to the
skin at the measurement location (corresponding to 40% of
femur length from the distal end). 
The participant was
scanned in the supine position, and five serial axial slices
were acquired around the position of the beads using a spin
echo T1-weighted protocol. 
Slice thickness 5 mm; interslice gap 5 mm.
The ACSA
of each constituent QF muscle and a series of regression
equations, QF volume was estimated by adapting a previously published method (Morse et al. 2007)
","Ultrasound of VL during MVC

During MVC at optimum knee joint angle, ultrasound
scans of the vastus lateralis (VL) muscle fascicle length
(Lf) and pennation angle (hp) were acquired at 50% of the
muscle length along the mid-sagittal plane and Lf and hp
were subsequently measured using digitizing software.","rPCSA=VOL*cos(alpha_VL)/fiber length_VL

Dividing the estimated QF volume by VL Lf.","MVC corrected for antagonist co activation, and activation level

Isometric leg-extension MVC torque was assessed using an
isokinetic dynamometer (Cybex Norm, Cybex International, NY, USA), with the knee joint angle set at 70–90 knee flexion (depending on the angle at which peak torque was produced, defined as the optimum angle). Each MVC lasted 2–3 s and there was a rest-interval of 60 s between each contraction. 
Biceps femoris muscle EMG activity was recorded during isometric knee flexion MVC at optimum joint angle (Kellis and Baltzopoulos 1997), and
the torque produced by the hamstrings during knee extension MVC was estimated assuming a linear relationship
between torque and EMG activity (Reeves et al. 2004). The addition of the estimated antagonist torque during MVC knee extension to the actual MVC knee extension torque provided the overall MVC knee extension torque.","calculated using measured moment arm at full extension and literature values for optimal joint + 14% correction due to an increase from rest to MVC.

The patellar tendon moment arm (dPT) was quantified using a
0.2-T magnetic resonance imaging (MRI) scanner. PT was defined
as the length of the perpendicular line between the axis of the
patellar tendon and the TFCP (Tsaopoulos et al. 2006). This value
was subsequently multiplied by 1.14 to account for a 14%
increase in dPT from rest to MVC (Tsaopoulos et al. 2007).
Maximum isometric QF force (F) was thus calculated as:
F = TMT/dPT","ST= force/rPCSA

QF PCSA was multiplied by the cosine of the VL hp [which can be used as an approximation of the hp for the whole QF
muscle (Erskine et al. 2009)] to provide the reduced QF PCSA. Force was subsequently divided by the reduced
QF PCSA to provide QF specific tension.",measured MRI ACSA and lit regression,Ultrasound,Fascicle length at MVC of representative muscle,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,Measured from MRI,MVC correction and Joint angle correction,Tendon Force ,Force/rPCSA,measured PA representative muscle,,,,lf and pennation angle of VL used for entire QF,2,#2653 Erskine 2010-Inter-individual variability in the adaptation of human muscle specific tension to progressive resistance training.,2653,Erskine 2010,Inter-individual variability in the adaptation of human muscle specific tension to progressive resistance training.,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Williams AG; Stewart CE; Degens H,2010,Eur J Appl Physiol,20703498,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
2653,20,178,77,53,QF,YNG T,Male,Male 53 after training ,PCSA,,V and S,2201,8.9,251,310,6968,29.8,,,,,,,measured MRI ACSA and lit regression,Ultrasound,Fascicle length at MVC of representative muscle,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,Measured from MRI,MVC correction and Joint angle correction,Tendon Force ,Force/rPCSA,measured PA representative muscle,,,,,2,#2653 Erskine 2010-Inter-individual variability in the adaptation of human muscle specific tension to progressive resistance training.,2653,Erskine 2010,Inter-individual variability in the adaptation of human muscle specific tension to progressive resistance training.,UK,Non-randomised experimental study,,Erskine RM; Jones DA; Williams AG; Stewart CE; Degens H,2010,Eur J Appl Physiol,20703498,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
2651,28,175,75,6,SOL,YNG ,Male,"M 6, Method A",PCSA,Method A  tendon force=1783 ± 18,S,497,3,161.7,107,2427,15,"MRI 
Muscle volume was estimated from a series of continuous
axial-plane MRIs along the lower leg",measured from ultrasound,vol/lf,"Joint moments were measured during electrical stimulation 

Subjects were securely fixed in the prone position on an isokinetic dynamometer.Three
isometric plantar flexion maximum voluntary contractions
(MVCs) and three dorsiflexion MVCs were performed. Maximal tetanic contractions were
produced by 2 s of stimulation at frequencies of 100 Hz using bipolar wave pulses of a duration of 100 ms. ","moment arm from MVC
Ft=MA/r
Fm=Ft/cos(alpha)

Moment arm length measurements were performed from
in vivo magnetic resonance images (MRIs) at rest and during
MVC as described elsewhere.
force = TQ/MA/cos pennation angle",Fm/PCSA,CSA accumulation times slice interval,Ultrasound,Fascicle length at MVC,,Muscle vol*cos θ/Fiber length,Highest torque from stimulation,coactivation,Measured from MRI,measured at MVC angle,Tendon Force ,Force/rPCSA,Measured,,,,,1,#2651 Maganaris 2001-In vivo specific tension of human skeletal muscle.,2651,Maganaris 2001,In vivo specific tension of human skeletal muscle.,UK,Other: cross over study,"this paper cited 7 papers that measured the tension of plantar flexors, are they all included in ours?",Maganaris CN; Baltzopoulos V; Ball D; Sargeant AJ,2001,J Appl Physiol (1985),11181594,Sol,Soleus,Slow,monoarticular,antigravity,ankle plantar flexor,,Lower leg
2651,28,175,75,6,SOL,YNG ,Male,"M 6, Method B",PCSA,Method B  tendon force=2470 ± 176,V,,1.9,264,121.5,2745,10.4,MRI,muscle length and lf:lm ratio from lit,vol/lf,MVC,"moment arm at rest
Ft=MA/r
Fm=Ft/cos(alpha)",Fm/PCSA,CSA accumulation times slice interval,Value from literature,None,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (multiple MVC trials),compensate for gravity,MRI at rest,None,Tendon Force ,Force/rPCSA,Literature value,,,,,7,#2651 Maganaris 2001-In vivo specific tension of human skeletal muscle.,2651,Maganaris 2001,In vivo specific tension of human skeletal muscle.,UK,Other: cross over study,"this paper cited 7 papers that measured the tension of plantar flexors, are they all included in ours?",Maganaris CN; Baltzopoulos V; Ball D; Sargeant AJ,2001,J Appl Physiol (1985),11181594,Sol,Soleus,Slow,monoarticular,antigravity,ankle plantar flexor,,Lower leg
2651,28,175,75,6,TA,YNG ,Male,"M 6, Method A",PCSA,Method A  tendon force=458 ± 36,S,152.7,4.8,31.5,22.5,487,15.5,MRI,,,,,,CSA accumulation times slice interval,Ultrasound,Fascicle length at MVC,,Muscle vol*cos θ/Fiber length,Highest torque from stimulation,coactivation,Measured from MRI,measured at MVC angle,Tendon Force ,Force/rPCSA,Measured,,,,,1,#2651 Maganaris 2001-In vivo specific tension of human skeletal muscle.,2651,Maganaris 2001,In vivo specific tension of human skeletal muscle.,UK,Other: cross over study,"this paper cited 7 papers that measured the tension of plantar flexors, are they all included in ours?",Maganaris CN; Baltzopoulos V; Ball D; Sargeant AJ,2001,J Appl Physiol (1985),11181594,TA,Tibialis Anterior,Slow,monoarticular,non-antigravity,ankle dorsiflexor,,Lower leg
2651,28,175,75,6,TA,YNG ,Male,"M 6, Method B",PCSA,Method B  tendon force=1324 ± 110,V,,7.5,20.3,44.7,1337,65.8,MRI,,,,,,CSA accumulation times slice interval,Value from literature,None,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (multiple MVC trials),compensate for gravity,MRI at rest,None,Tendon Force ,Force/rPCSA,Literature value,,,,,7,#2651 Maganaris 2001-In vivo specific tension of human skeletal muscle.,2651,Maganaris 2001,In vivo specific tension of human skeletal muscle.,UK,Other: cross over study,"this paper cited 7 papers that measured the tension of plantar flexors, are they all included in ours?",Maganaris CN; Baltzopoulos V; Ball D; Sargeant AJ,2001,J Appl Physiol (1985),11181594,TA,Tibialis Anterior,Slow,monoarticular,non-antigravity,ankle dorsiflexor,,Lower leg
