"","CovidenceID","StudyID","Year","newScore","aveAge","N","Muscle","trainingtype","agetype","muscleName","Gender","CSA","V_or_S","Miscellaneous","avePCSA","aveTorque","aveForce","aveST","mv_method","fl_method","pa_method","t_method","ma_method","pcsa_method","f_method","Calc","Assumptions"
"24",2651,"Maganaris 2001",2001,21,28,6,"TA","Normal","YNG","Tibialis Anterior","M","PCSA","V","Method B  tendon force=1324 Â± 110",20.3,44.7,1337,65.8,"MRI, CSA x slice interval","Literature value","Literature value","max MVC, Gravity correction","MRI at rest","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","

Step 1: Measurement of torque and force
During MVC, muscle moments were measured using a dynamometer (Biodex Medical Systems, New York, NY) and joint angles were measured using an electrogoniometer (Polhemus, Colchester, VT). Muscle force was calculated by multiplying the measured muscle moment by the moment arm length at rest (1).

Step 2: Calculation of fascicular length
Fascicular length was measured using MRI (1.5 T, Siemens, Erlangen, Germany) in the transverse plane at the midpoint of the muscle belly (2). The fascicular length was calculated by measuring the distance between the tendon insertions of the muscle (3).

Step 3: Calculation of pennation angle
Pennation angle was measured using MRI in the transverse plane at the midpoint of the muscle belly (2). The pennation angle was calculated by measuring the angle between the fascicle and the longitudinal axis of the muscle (4).

Step 4: Calculation of muscle volume
Muscle volume was calculated by multiplying the sum of the ACSAs in all slices times the MRI slice thickness (5).

Step 5: Calculation of PCSA using fascicular length
Estimations of PCSA were obtained from the ratio of muscle volume to fascicular length (2, 9, 13).

Step 6: Calculation of PCSA using pennation angle
PCSA can also be calculated using the pennation angle (6). The formula for this calculation is:
PCSA = (muscle volume × cos² pennation angle) / fascicular length

Step 7: Calculation of PCSA using traditional approach
Sol was treated as a unipennate muscle (2, 10), and TA was treated as twoseparate equidimensional unipennate parts, each one occupying half the whole muscle volume (7). The whole TA PCSA was obtained by adding the PCSA of the two unipennate halves (see also Ref. 33).

Step 8: Calculation of specific tension using torque and PCSA
Speciﬁc tension was estimated and compared from the ratio of muscle force to PCSA using two data sets (8). The first data set used muscle moments during electrical stimulation and in vivo moment arm lengths, fascicular lengths, and pennation angles during MVC (data set A). The second data set used net MVC joint moments, moment arm lengths at rest, and cadaveric fascicular lengths and pennation angles (data set B).

Step 9: Calculation of specific tension using force and PCSA
Speciﬁc tension was also calculated using the ratio of muscle force to PCSA (9). This calculation was done using the force measured during MVC and the PCSA calculated using the traditional approach (7).

Step 10: Comparison of specific tension between data sets A and B
Speciﬁc tension was compared between data sets A and B to determine which method provided more accurate results (10).

Step 11: Analysis of results
The results were analyzed using statistical methods to determine if there were significant differences between the specific tension values obtained using data sets A and B (11).

Step 12: Conclusion
The study concluded that the traditional approach provided more accurate results for calculating specific tension in human skeletal muscle (12).","

The study outlined in the provided context information aims to calculate specific tension in human skeletal muscle using eight steps. The weakness in calculation of specific tension in this study may lie in the assumptions made in measuring muscle force or volume. While the study mentions that muscle force was calculated from steps 3 and 4, it does not specify the method used to measure muscle force. Similarly, while muscle volume was calculated from steps 6 and 7, it does not specify the method used to measure muscle volume. Without this information, it is unclear whether there were any assumptions made in measuring muscle force or volume that could affect the accuracy of the specific tension calculation."
"25",2649,"Erskine 2009",2009,27,21.3,27,"QF","Normal","YNG","Quadriceps Femoris","M","PCSA","V"," Method 1 ",226,264,6335,30.3,"MRI, CSA x slice interval","US at MVC","Measured","max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","
To calculate specific tension in this study, the following steps were taken:
1. Calculate the PCSA of the quadriceps femoris (QF) using the estimated QF volume divided by the fascicle length (Lf) measured during MVC at optimum joint angle, assuming that VL Lf measured during MVC at optimum joint angle was representative of the mean Lf for the entire QF.
2. Calculate QFrPCSA by dividing QF PCSA by C1coshpVL, where VL hp was assumed to be representative of the mean QF hp.
3. Calculate QF specific tension by dividing Ft (tendon force) by rPCSA QF.
4. The standard error of the estimate (SEE) of the regression equation was assessed to determine the accuracy of the estimate of PCSA and specific tension using Method 2 compared to Method 1 and was calculated using the following equation: SEE = SD/C1p1/C0R2/C0/C1. The absolute value was then expressed as a percentage of the mean value of Method 1.
5. A one-way analysis of variance (ANOVA) was used to compare the mean fascicle length and pennation angle of each component muscle with the weighted mean QF fascicle length and pennation angle measured in Method 1. If statistical significance was detected, Dunnett's multiple comparison post hoc test was used to locate the difference(s). Statistical significance was accepted when P < 0.05.","

The study did not explicitly mention weaknesses in the calculation of specific tension in terms of assumptions in measuring muscle force or volume. However, the study did acknowledge that there are extrinsic factors that may affect the measured force, such as voluntary muscle activation, antagonist muscle co-contraction, moment arm length, the angle at which the muscle fibers insert into the tendon, and the infiltration of non-contractile material within the muscle. These factors may explain some of the variation in muscle strength between healthy, untrained individuals of similar age, but some of the variation remains unexplained, implying differences in maximum force per unit cross-sectional area of muscle between people. The study aimed to determine a minimal set of measurements that may be used to provide reliable estimates of QF specific tension in vivo by investigating the extent to which extrinsic factors affect the measured force."
"26",2649,"Erskine 2009",2009,19,21.3,27,"QF","Normal","YNG","Quadriceps Femoris","M","PCSA","V"," Method 2 ",236,264,6335,29.1,"MRI, ACSA & literature regression relationship","US at MVC rep muscle","measured PA representative muscle","max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","
To calculate specific tension in this study, the following steps were taken:
1. Calculate the PCSA of the quadriceps femoris (QF) using the estimated QF volume divided by the fascicle length (Lf) measured during MVC at optimum joint angle, assuming that VL Lf measured during MVC at optimum joint angle was representative of the mean Lf for the entire QF.
2. Calculate QFrPCSA by dividing QF PCSA by C1coshpVL, where VL hp was assumed to be representative of the mean QF hp.
3. Calculate QF specific tension by dividing Ft (tendon force) by rPCSA QF.
4. The standard error of the estimate (SEE) of the regression equation was assessed to determine the accuracy of the estimate of PCSA and specific tension using Method 2 compared to Method 1 and was calculated using the following equation: SEE = SD/C1p1/C0R2/C0/C1. The absolute value was then expressed as a percentage of the mean value of Method 1.
5. A one-way analysis of variance (ANOVA) was used to compare the mean fascicle length and pennation angle of each component muscle with the weighted mean QF fascicle length and pennation angle measured in Method 1. If statistical significance was detected, Dunnett's multiple comparison post hoc test was used to locate the difference(s). Statistical significance was accepted when P < 0.05.","

The study did not explicitly mention weaknesses in the calculation of specific tension in terms of assumptions in measuring muscle force or volume. However, the study did acknowledge that there are extrinsic factors that may affect the measured force, such as voluntary muscle activation, antagonist muscle co-contraction, moment arm length, the angle at which the muscle fibers insert into the tendon, and the infiltration of non-contractile material within the muscle. These factors may explain some of the variation in muscle strength between healthy, untrained individuals of similar age, but some of the variation remains unexplained, implying differences in maximum force per unit cross-sectional area of muscle between people. The study aimed to determine a minimal set of measurements that may be used to provide reliable estimates of QF specific tension in vivo by investigating the extent to which extrinsic factors affect the measured force."
"27",2648,"O'Brien 2010",2010,28,28.2,10,"QF","Normal","YNG","Quadriceps Femoris","M","PCSA","V","",231.8,328.85,11439,55.02,"MRI, CSA x slice interval","US at MVC","Measured","max MVC + ITT, Activation & Coactivation correction","MRI at rest","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","
To calculate specific tension in this study, the following steps were taken:
1. Measurement of torque: The maximal quadriceps tendon force was calculated from the knee extension maximal voluntary contraction (MVC) by accounting for EMG-based estimates of antagonist co-activation, incomplete quadriceps activation using the interpolation twitch technique, and magnetic resonance imaging (MRI)-based measurements of the patellar tendon moment arm.
2. Calculation of PCSA: The PCSA was calculated as the muscle volume, measured from MRI scans, divided by optimal fascicle length, measured from ultrasound images during MVC at the estimated angle of peak quadriceps muscle force.
3. Calculation of specific tension: Specific tension was calculated as the ratio between the quadriceps tendon force and the sum of the physiological cross-sectional area (PCSA) multiplied by the cosine of the angle of pennation of each head within the quadriceps muscle. The formula used was:
Speciﬁc tension =(tendon force ×cosθ−1)/PCSA (3)
where θis the angle of pennation and therefore tendon force×cosθ−1is equal to the fascicle force, and PCSA is equal to the ratio between muscle volume and optimal fascicle length. By incorporating the size and architecture measurements of all four quadriceps heads in the calculation of a specific tension for the entire quadriceps muscle, the errors associated with distributing the tendon force between the separate heads were minimized. The PCSA ×cosθof the entire quadriceps was therefore calculated as the sum of the PCSA ×cosθof each quadriceps head. The F quad w a st h e nd i v i d e db yt h e quadriceps PCSA ×cosθto determine the speciﬁc tension of the entire quadriceps muscle.","
The potential error introduced by measuring muscle architecture at MVC and in some instances not at optimal joint angle was small (∼4%), but it may still have an impact on the validity of the specific tension estimates. Additionally, the fact that muscle forces were not maximal due to the use of percutaneous electrical stimulation in a previous study may have led to an underestimation of specific tension values reported in that study. Cross-talk between quadriceps and hamstrings EMG may also affect the estimated level of antagonistic joint moment, but it has been shown that the magnitude of cross-talk between knee extensors and flexors is generally small, hence unlikely to have had a significant effect for the EMG measurements in the adults. However, the fact that the large size of the magnetic stimulation coil prevented the placement of the ultrasound probe over the necessary region of the muscles may have compromised the validity of the calculated specific tension due to the assumption that the muscle force and volume were measured at optimal sarcomere length and during voluntary activation rather than full activation."
"28",2646,"Fukunaga 1996",1996,20,33.5,8,"TS","Normal","YNG","Triceps Surae","M","PCSA","V","muscle length",346.7,NA,NA,10.8,"MRI, CSA x slice interval","MRI muscle length x literature ratio","Literature value","max MVC","MRI at rest","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","
To calculate specific tension in this study, the following steps were taken:
1. Measurement of torque: The maximum isometric torque was measured for plantar flexors and dorsiflexors at different ankle angles using a custom-made dynamometer. The torque was measured in Nm (Newton-meters).
2. Calculation of force: The force was calculated by dividing the measured torque by the moment arm (distance between the line of action of the force and the axis of rotation). The force was measured in N (Newtons).
3. Calculation of PCSA: The PCSA (physiological cross-sectional area) was calculated for triceps surae (plantar flexors) and tibialis anterior (dorsiflexors) using MRI scans. The PCSA was measured in cm2 (square centimeters).
4. Calculation of specific tension: Specific tension was calculated by dividing the force by the PCSA. The specific tension was measured in N/cm2 (Newtons per square centimeter).
5. Comparison of specific tension: The specific tension was compared between plantar flexors and dorsiflexors at different ankle angles to determine if there were any differences in specific tension between the two muscle groups. The correlation coefficients between PCSA and tendon tension were also calculated to determine if there were any changes in the relationship between PCSA and tendon tension with changes in ankle angle.","

According to the paper ""Specific tension of human plantar flexor,"" there are significant limitations in the methods used to estimate the parameters necessary to calculate specific tension in human muscles. These limitations include assumptions in measuring muscle force or volume. The paper suggests that variations in muscle volume, fiber length, fiber pinnation, fiber type, joint mechanics, and maximum voluntary contraction cannot account for the twofold difference in specific tension observed between dorsiflexors and plantar flexors. Instead, the differences in specific tension may be due to how the force of fibers is transmitted through the muscle matrix and to the tendon rather than to a difference in the fundamental mechanics of force generation within the sarcomeres."
"29",2646,"Fukunaga 1996",1996,20,33.5,8,"PF","Normal","YNG","Plantar Flexors","M","PCSA","V","Peak torque",434.6,174.7,3623,8,"MRI, CSA x slice interval","MRI muscle length x literature ratio","Literature value","max MVC","MRI at rest","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","
To calculate specific tension in this study, the following steps were taken:
1. Measurement of torque: The maximum isometric torque was measured for plantar flexors and dorsiflexors at different ankle angles using a custom-made dynamometer. The torque was measured in Nm (Newton-meters).
2. Calculation of force: The force was calculated by dividing the measured torque by the moment arm (distance between the line of action of the force and the axis of rotation). The force was measured in N (Newtons).
3. Calculation of PCSA: The PCSA (physiological cross-sectional area) was calculated for triceps surae (plantar flexors) and tibialis anterior (dorsiflexors) using MRI scans. The PCSA was measured in cm2 (square centimeters).
4. Calculation of specific tension: Specific tension was calculated by dividing the force by the PCSA. The specific tension was measured in N/cm2 (Newtons per square centimeter).
5. Comparison of specific tension: The specific tension was compared between plantar flexors and dorsiflexors at different ankle angles to determine if there were any differences in specific tension between the two muscle groups. The correlation coefficients between PCSA and tendon tension were also calculated to determine if there were any changes in the relationship between PCSA and tendon tension with changes in ankle angle.","

According to the paper ""Specific tension of human plantar flexor,"" there are significant limitations in the methods used to estimate the parameters necessary to calculate specific tension in human muscles. These limitations include assumptions in measuring muscle force or volume. The paper suggests that variations in muscle volume, fiber length, fiber pinnation, fiber type, joint mechanics, and maximum voluntary contraction cannot account for the twofold difference in specific tension observed between dorsiflexors and plantar flexors. Instead, the differences in specific tension may be due to how the force of fibers is transmitted through the muscle matrix and to the tendon rather than to a difference in the fundamental mechanics of force generation within the sarcomeres."
"30",2646,"Fukunaga 1996",1996,20,33.5,8,"DF","Normal","YNG","Dorsiflexor","M","PCSA","V","Peak torque",34.6,32.9,832,24.5,"MRI, CSA x slice interval","MRI muscle length x literature ratio","Literature value","max MVC","MRI at rest","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","
To calculate specific tension in this study, the following steps were taken:
1. Measurement of torque: The maximum isometric torque was measured for plantar flexors and dorsiflexors at different ankle angles using a custom-made dynamometer. The torque was measured in Nm (Newton-meters).
2. Calculation of force: The force was calculated by dividing the measured torque by the moment arm (distance between the line of action of the force and the axis of rotation). The force was measured in N (Newtons).
3. Calculation of PCSA: The PCSA (physiological cross-sectional area) was calculated for triceps surae (plantar flexors) and tibialis anterior (dorsiflexors) using MRI scans. The PCSA was measured in cm2 (square centimeters).
4. Calculation of specific tension: Specific tension was calculated by dividing the force by the PCSA. The specific tension was measured in N/cm2 (Newtons per square centimeter).
5. Comparison of specific tension: The specific tension was compared between plantar flexors and dorsiflexors at different ankle angles to determine if there were any differences in specific tension between the two muscle groups. The correlation coefficients between PCSA and tendon tension were also calculated to determine if there were any changes in the relationship between PCSA and tendon tension with changes in ankle angle.","

According to the paper ""Specific tension of human plantar flexor,"" there are significant limitations in the methods used to estimate the parameters necessary to calculate specific tension in human muscles. These limitations include assumptions in measuring muscle force or volume. The paper suggests that variations in muscle volume, fiber length, fiber pinnation, fiber type, joint mechanics, and maximum voluntary contraction cannot account for the twofold difference in specific tension observed between dorsiflexors and plantar flexors. Instead, the differences in specific tension may be due to how the force of fibers is transmitted through the muscle matrix and to the tendon rather than to a difference in the fundamental mechanics of force generation within the sarcomeres."
"31",4196,"Binder-Markey 2023",2023,25,NA,12,"GRA","Normal","OLD","Gracilis","Mixed","PCSA","","",13.1,NA,NA,17.1,"3D photogrammetry reconstruction","Directly measured muscle length & literature FWHM-optimal fiber length relationship","Literature value","none","none","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force activation correction","
To calculate specific tension (Si), we first determined the force (F) for each muscle at each length (L) during the intraoperative measurement of torque. The cross-sectional area (CSA) of each muscle was calculated using the measured muscle volume (V) and the measured muscle length (L) using the following equation: CSA = V/L. The pennation angle (θ) was measured for each muscle using ultrasound imaging during the intraoperative measurement of torque. The pennation angle was used to calculate the physiological cross-sectional area (PCSA) using the following equation: PCSA = CSA * cos(θ). The specific tension (Si) was then calculated using the following equation: Si = F/PCSA. The specific tension was calculated for each muscle at each length during the intraoperative measurement of torque.","
The study acknowledges that the calculation of specific tension involves multiple assumptions and steps, including converting joint torque to tendon force based on the relationship between joint angle and moment arm. The study also assumes that twitch tension force scales equivalently to tetanic tension force with increasing recruitment. However, the study estimates that these assumptions would affect the calculations by less than 10%. Therefore, the weakness in calculation of specific tension in this study lies in the assumptions made in measuring muscle force and volume, which may introduce some level of error in the calculations."
"32",4106,"Narici 1996",1996,15,38,6,"GM","Normal","MID","Gastrocnemius Medialis","M","PCSA","","fiber length at rest: 5.08 Â± 0.36

PCSA at rest: 46.5 Â± 5.7

ST at rest: 9.6",62.5,NA,448,13.3,"MRI, CSA x slice interval","US at MVC","Measured","none","none","(Muscle vol/Fiber length)*cos(Î¸)","External Force (Limb Force)","

To calculate specific tension (N/cm2), we need to know the torque (Nm), force (N), and PCSA (cm2) of the muscle being studied. The specific tension can be calculated using the following formula:

Specific tension (N/cm2) = (torque (Nm) / PCSA (cm2)) / force (N)

In this study, the torque was measured during isometric plantarflexions of increasing intensity up to MVC (maximum voluntary contraction). The force was calculated by dividing the torque by the moment arm (distance from the joint axis to the line of action of the force). The PCSA was calculated using the equation:

PCSA = (V / Lf) cos0

where V is the muscle volume (cm3) and Lf is the fibre length (cm). The angle of pennation (0) was measured using ultrasound imaging. The muscle volume was calculated by multiplying the muscle thickness (cm) by the muscle width (cm) and the length of the muscle (cm).

To calculate the specific tension for this study, we would need to measure the torque, force, PCSA, muscle thickness, muscle width, and fibre length for each muscle being studied during each contraction at each joint angle. The specific tension would then be calculated for each contraction at each joint angle using the above formula.","
The weakness in calculation of specific tension in this study is highlighted by the authors themselves when they state that ""calculations of muscle specific tension made without using the PCSA relating to the joint angle at which the force was measured maybe considerably wrong."" This implies that the PCSA (physiological cross-sectional area) of the muscle may vary depending on the joint angle at which the force was measured, which was not taken into account in previous calculations of specific tension. This highlights the importance of considering the joint angle when calculating specific tension in order to obtain accurate results."
"33",4070,"Reeves 2004",2004,22,74.3,9,"VL","Untrained","OLD","Vastus Lateralis","Mixed","PCSA","V","",30.4,NA,847.9,27,"MRI, CSA x slice interval","US at rest","Measured","max MVC + ITT, Activation & Coactivation correction","MRI at rest, JA correction","(Muscle vol/Fiber length)*cos(Î¸)","Tendon force, % contribution from literature","
To calculate specific tension (N/cm²) in this study, the following steps need to be taken:
1. Measure maximal isometric muscle force (N) using an appropriate method such as an isokinetic dynamometer or force plate.
2. Calculate the tendon moment arm length (cm) using anatomical landmarks and goniometry.
3. Measure muscle pennation angle (degrees) using ultrasound imaging or MRI.
4. Calculate muscle physiological cross-sectional area (PCSA) using muscle volume (cm³) and muscle fiber or fascicle length (cm). Muscle volume can be calculated using the formula:
   V = (L × W × H) × 0.5236
   where L = muscle length (cm), W = muscle width (cm), and H = muscle height (cm).
   Muscle fiber or fascicle length can be measured using ultrasound imaging or MRI.
5. Calculate specific tension (N/cm²) using the formula:
   Specific tension = (maximal isometric muscle force × tendon moment arm length) / (PCSA × muscle pennation angle)
   where PCSA = muscle volume × (1 - cos²(muscle pennation angle)) / (muscle fiber or fascicle length × muscle pennation angle)
   Note: The cosine squared function is used to correct for the fact that muscle fibers or fascicles are not perfectly aligned with the tendon moment arm.
6. Repeat the above steps for each muscle being studied to obtain specific tension values for each muscle.","

The weakness in calculation of specific tension in previous attempts to assess alterations in specific force with strength training in elderly humans lies in errors in assessing one or both of the factors necessary for specific force determination. Instead of measuring muscle force, joint torque or weight lifting capacity has been used, which does not accurately reflect only the agonist muscle forces (25). Additionally, a single anatomic cross-sectional area (ACSA) has typically been used to normalize these strength measurements to muscle size (44, 49), but this approach seems inappropriate because it does not take into account muscle geometry and training-induced changes thereof (35), thus underestimating the physiological cross-sectional area (PCSA) of a pennate muscle (1, 16, 21)."
"34",4040,"Morse 2008",2008,22,25.3,12,"GL","Normal","YNG","Gastrocnemius Lateralis","M","PCSA","V","MA=4.61 Â± .32 cm",32.3,NA,416.2,13.1,"MRI, CSA x slice interval","US at MVC","Measured","max MVC, Coactivation correction","MRI at rest, JA correction","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force using relative PCSA","
To calculate specific tension in this study, the following steps were taken:
1. The GL component of plantarflexor torque was measured during MVC and normalized to the GL ACSA to obtain the torque per unit ACSA (MVC/ACSA).
2. The GL component of tendon force was calculated by multiplying the measured tendon force by the cosine of the pennation angle measured during contraction.
3. The fascicle force was calculated by dividing the GL component of tendon force by the cosine of the pennation angle.
4. The PCSA was measured using the method described in the study.
5. Specific tension was calculated by dividing the fascicle force by the PCSA.
6. The results were presented as means with standard deviation.
7. Differences between groups were assessed using independent samples Student's t-tests, with distribution and homogeneity of variance assessed using the Shapiro-Wilk test and Levene test, respectively. The level of significance was set at the 5% level.","
The present method of assessing specific force in vivohas been derived from techniques utilized previously in the soleus, tibialis anterior, and vastus lateralis muscles (28, 35, 39). However, the study did not mention any weakness in calculation of specific tension such as assumptions in measuring muscle force or volume. The weakness in calculation of specific tension could be due to factors such as differences in moment arm length, muscle activation, or architecture, which were mentioned in the results section but were not addressed in the methodology section. This finding could not be explained by differences in moment arm length, muscle activation, or architecture, and other factors, such as tendinous characteristics and/or changes in moment arm length with contraction, may be held responsible. These observations warrant further investigation."
"35",2938,"Morse 2005",2005,26,25.3,12,"GL","Normal","YNG","Gastrocnemius Lateralis","M","PCSA","V","",32.3,NA,416.2,13.1,"MRI, CSA x slice interval","US at MVC","Measured","max MVC + ITT, Activation & Coactivation correction","MRI at rest","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force using relative PCSA","

To calculate specific tension in this study, the following steps were taken:
1. Measurement of torque: The peak torque (PT) was measured using an isokinetic dynamometer (Cybex Norm, Stoughton, MA) during plantarflexion of the ankle joint at an angular velocity of 60°/s. The torque was measured in Nm.
2. Measurement of force: The Achilles tendon force (PF) was calculated by dividing PT by the Achilles tendon moment arm length (Fig. 3). The force was measured in N.
3. Calculation of PCSA: The pennate angle (θ) was measured from the ultrasound images of the GL muscle (Fig. 1). The pennate angle was used to calculate the pennation angle-corrected physiological cross-sectional area (PCSA) of the GL muscle using the following formula:
PCSA = (1/cosθ) * (muscle area) * (fascicle length) * (fascicle number)
The PCSA was measured in cm2.
4. Calculation of specific tension: The specific tension (ST) was calculated by dividing PF by the PCSA:
ST = PF / PCSA
The specific tension was measured in N/cm2.
In summary, the specific tension was calculated by dividing the Achilles tendon force (PF) by the pennate angle-corrected physiological cross-sectional area (PCSA) of the GL muscle.","
The calculation of specific tension in this study may have some weaknesses in measuring muscle force or volume due to the fact that the value of torque calculated with the method used probably represents a peak MVC rather than the true maximal MVC that would have been obtained by adding a tetanus rather than doublet to the voluntary torque. This is because the delivery of a tetanic current is extremely painful and the population studied included older individuals, so a doublet was used instead. However, the authors acknowledge that this method may not accurately represent the true maximal MVC and have previously presented data on muscle activation capacity (34) and the possible influence of tendon compliance on the assessment of activation in the elderly (32)."
"36",2820,"Nygaard 1983",1983,7,38,4,"BIC","Normal","MID","Biceps Brachii","M","ACSA","V","",11.6,NA,NA,35.6,"none","none","none","max MVC","Literature value at experimental JA","CT ACSA, literature MVC correction","Tendon force- % contribution from literature","
To calculate specific tension in this study, the following steps were taken:
1. The highest force value was adopted from three trials at each velocity.
2. The specific tension was calculated using the following formula:
   Specific tension = (highest force value x 1000) / (PCSA x L)
   where:
   - Highest force value: the highest force value obtained from the three trials at each velocity
   - PCSA: physiological cross-sectional area (PCSA) of the brachial biceps muscle, calculated using the formula:
     PCSA = (1/7) x (force arm) x (cross-sectional area of the flexed arm) x (1 + (resistance arm/force arm) x (cosine of the angle between the force arm and the resistance arm))
     - Force arm: distance from the center of axis of rotation of the elbow joint at the condylus humeri to the point at which the brachial biceps muscle attaches to the tuberositas radii (3492 cm)
     - Cross-sectional area of the flexed arm: measured using the formula:
       Cross-sectional area of the flexed arm = (0.74 x (diameter of the forearm at the midpoint) x (diameter of the upper arm at the midpoint))^2
       - Diameter of the forearm at the midpoint: measured using a tape measure at the midpoint between the olecranon and the styloid process of the ulna
       - Diameter of the upper arm at the midpoint: measured using a tape measure at the midpoint between the acromion and the medial epicondyle of the humerus
     - Resistance arm: distance from the condylus humeri to the handgrip (70 cm)
     - Angle between the force arm and the resistance arm: measured using a goniometer
3. The highest force value was obtained from three trials at each velocity.
4. The specific tension was calculated using the formula provided above.
5. The specific tension was calculated for each subject and compared between subjects of different fibre compositions using non-parametric statistical procedures (Wilcoxon test for two-sample related cases and Mann-Whitney U test for two-sample independent cases).","

There is no weakness in calculation of specific tension mentioned in the given context information. The study reports that the specific tension (maximal isometric tension) of the muscle averaged 33 Nkm2 with no demonstrable difference between subjects of widely different fiber compositions, suggesting that maximal tetanic tension is similar in fast- and slow-twitch fibers in man. No assumptions in measuring muscle force or volume were mentioned that could potentially weaken the calculation of specific tension."
"37",2745,"Valamatos 2018",2018,24,21.6,11,"VL","Untrained","YNG","Vastus Lateralis","M","PCSA","V","",86.6,NA,2710,31.8,"MRI, CSA x slice interval","US at rest","Measured","max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force using relative PCSA","
To calculate the specific tension of the VL muscle in this study, the following steps were taken:
1. Measure the torque produced by the VL muscle during maximum voluntary contraction (MVC) using an isokinetic dynamometer.
2. Calculate the force produced by the VL muscle during MVC by dividing the torque by the moment arm (MA) of the VL muscle (MA = 0.08 m).
3. Measure the pennation angle (PA) of the VL muscle during MVC using ultrasound imaging.
4. Calculate the fascicle force of the VL muscle by dividing the VL muscle force by the cosine of the PA (fascicle force = VL muscle force / cos(PA)).
5. Measure the optimal fiber length (FL) of the VL muscle during MVC using ultrasound imaging.
6. Calculate the physiological cross-sectional area (PCSA) of the VL muscle by dividing the muscle volume by the FL (PCSA = muscle volume / FL^2).
7. Calculate the specific tension of the VL muscle by dividing the fascicle force by the PCSA (specific tension = fascicle force / PCSA).
8. Statistical analyses were performed using the software pack SPSS 23 (IBM Corp, Armonk, NY).","
There are no weaknesses in the calculation of specific tension outlined in the study. The authors calculated the specific tension of the VL muscle by dividing the VL fascicle force by the VL PCSA (Maga-naris et al., 2001; Narici et al., 1992), which was calculated by dividing the muscle volume by the optimum FL (measured at optimal angle during MVCs). The authors ensured that the right region of the muscle was scanned by holding the probe in place using an external device secured by the experimenter and fixed with double-sided adhesive skin interfaces. The use of an echo-absorptive external marker ensured that no probe movement occurred in relation to the digitized structure. The authors also verified the assumption of normality using the Shapiro–Wilk test."
"38",2672,"Gorgey 2006",2006,17,28,7,"QF","Normal","YNG","Quadriceps Femoris","Mixed","PCSA","S","the moment arm was derived
from cadavers and knee joints of able bodies, 0.04 m, at
the same knee joint angle used in our study (Baltzopou-
los 1995; Wickiewicz et al. 1983, 1984).",145,166,3532,25,"MRI, CSA x slice interval","MRI muscle length x literature ratio","Literature value","max MVC from stimulation","Literature value at experimental JA, MVC & cadaver shrinkinge correction","(Muscle vol/Fiber length)*cos(Î¸)","Tendon Force ","
To calculate specific tension (Wc tension in N/cm2) in this study, the following steps were taken:
1. Measure torque using an isokinetic dynamometer during an electrical stimulation protocol.
2. Calculate the moment arm length (0.047 m) to convert torque to force (N).
3. Divide the force by the PCSA of activated skeletal muscle to obtain specific tension (N/cm2).
4. Calculate the PCSA of mQF (muscle quadriceps femoris) using the following formula:
   PCSA = [muscle volume (cm3) £ COS (pennation angle)] / Wber length (Edgerton et al., 1990; Fukunaga et al., 1992; Akima et al., 2000).
5. Calculate muscle volume (cm3) by multiplying the activated CSA (cm2) in each slice by 2 cm (slice thickness + interslice space) and adding the slices together to obtain the volume of activated tissue.
6. Use a pennation angle of 15.6° (Fukunaga et al., 2001) to calculate the PCSA of mQF.","

In this study, the calculation of specific tension involves dividing the torque obtained for the Wrst contraction of the four di Ver-ent SNMES protocols by the patellar tendon moment arm length of the mQF. The moment arm was derived from cadavers and knee joints of able bodies at the same knee joint angle used in the study. However, the weakness in this calculation lies in the assumption that the moment arm increases with muscle contraction and that the moment arm from cadavers shrinks after death. The percentage increase in the moment arm during ankle extension, which is 18%, was used in the calculation of the moment arm length for this lower extremity, extensor muscle group (Maganaris et al., 2001). This assumption may not be entirely accurate for all muscle groups and may result in inaccurate specific tension calculations. Additionally, the calculation of specific tension relies on the accurate measurement of muscle force and volume, which may also introduce errors in the calculation."
