,pmid,articletitle,journaltitle,abstract,pubYear,volume,issue,pages,doi,covidenceID,studyID,keywords
658,23274888.0,Metabolic signatures of human adipose tissue hypoxia in obesity.,Diabetes,"Adipose tissue (AT) hypoxia has been proposed as the cause of obesity-related AT dysfunction, moving the tissue toward a proinflammatory phenotype. In humans, AT oxygenation has been assessed by expression of hypoxia-sensitive genes or direct assessment of O₂ tension; the obvious read out of hypoxia, effects on intermediary metabolism, has not been investigated. We used tissue-specific venous catheterization of subcutaneous abdominal AT in humans to investigate oxygen-related metabolic processes, searching for metabolic signatures relating to hypoxia in obesity. O₂ delivery to AT was reduced in obesity (P < 0.05). However, O₂ consumption was low (<30% of resting forearm skeletal muscle [SM], P < 0.001); this was not related to obesity. AT primarily oxidized glucose, as demonstrated by a respiratory quotient close to 1.0 (higher than SM, P < 0.05). AT was a net producer of lactate, but there was an inverse relationship in venous outflow between lactate-to-pyruvate ratio (a marker of cytosolic redox state) and BMI, suggesting that AT is glycolytic but obese AT is not hypoxic. Although delivery of O₂ to the obese AT is reduced, O₂ consumption is low, and metabolic signatures of human AT do not support the notion of a hypoxic state in obesity.",2013,62,5,1417-25,10.2337/db12-1032,#3342,Hodson 2013,
659,15072915.0,Role of ATP-sensitive K+ channels in relaxation of penile resistance arteries.,Urology,"OBJECTIVES: To investigate the functional presence of adenosine triphosphate (ATP)-sensitive potassium (K+) channels (K(ATP)) in penile resistance arteries by evaluating the relaxant effects of the selective K(ATP) channel openers, cromakalim and levcromakalim, and also the involvement of K(ATP) channels in the relaxation of two drugs currently used in the treatment of erectile dysfunction (ie, prostaglandin E1 [PGE1] and sildenafil). METHODS: Penile resistance arteries were dissected from the horse corpus cavernosum and mounted in microvascular myographs for isometric tension recording. The arteries were precontracted with phenylephrine, and the responses to several vasodilators were tested in the absence and presence of K+ channel blockers. RESULTS: Cromakalim and levcromakalim evoked complete concentration-dependent relaxations that were blocked by 3 microm of the selective K(ATP) channel inhibitor glibenclamide. Raising extracellular K+ (25 mM) inhibited the relaxations to PGE1 and to the selective inhibitor of the cyclic adenosine monophosphate-specific phosphodiesterase (PDE4) rolipram. At a concentration selective for calcium-activated K+(K(Ca)) channels (3 mM), tetraethylammonium inhibited rolipram responses but not those of PGE1. However, glibenclamide significantly reduced the relaxation to both PGE1 and rolipram, but not those induced by the selective inhibitor of the type 5 cyclic guanosine monophosphate-specific phosphodiesterase (PDE5). CONCLUSIONS: The present results suggest a functional role for K(ATP) channels in the relaxation of penile resistance arteries, as well as their differential involvement in the vasodilation to drugs used in the treatment of organic erectile dysfunction. They mediated relaxation to PGE1 and cyclic adenosine monophosphate-elevating agents, but not those of cyclic guanosine monophosphate-elevating agents such as sildenafil.",2004,63,4,800-5,10.1016/j.urology.2003.10.071,#3343,RuizRubio 2004,
660,12551921.0,Phosphorylation or glutamic acid substitution at protein kinase C sites on cardiac troponin I differentially depress myofilament tension and shortening velocity.,J Biol Chem,"There is evidence that multi-site phosphorylation of cardiac troponin I (cTnI) by protein kinase C is important in both long- and short-term regulation of cardiac function. To determine the specific functional effects of these phosphorylation sites (Ser-43, Ser-45, and Thr-144), we measured tension and sliding speed of thin filaments in reconstituted preparations in which endogenous cTnI was replaced with cTnI phosphorylated by protein kinase C-epsilon or mutated to cTnI-S43E/S45E/T144E, cTnI-S43E/S45E, or cTnI-T144E. We used detergent-skinned mouse cardiac fiber bundles to measure changes in Ca(2+)-dependence of force. Compared with controls, fibers reconstituted with phosphorylated cTnI, cTnI-S43E/S45E/T144E, or cTnI-S43E/S45E were desensitized to Ca(2+), and maximum tension was as much as 27% lower, whereas fibers reconstituted with cTnI-T144E showed no change. In the in vitro motility assay actin filaments regulated by troponin complexes containing phosphorylated cTnI or cTnI-S43E/S45E/T144E showed both a decrease in Ca(2+) sensitivity and maximum sliding speed compared with controls, whereas filaments regulated by cTnI-S43E/S45E showed only decreased maximum sliding speed and filaments regulated by cTnI-T144E demonstrated only desensitization to Ca(2+). Our results demonstrate novel site specificity of effects of PKC phosphorylation on cTnI function and emphasize the complexity of modulation of the actin-myosin interaction by specific changes in the thin filament.",2003,278,13,11265-72,10.1074/jbc.M210712200,#3344,Burkart 2003,
661,13679302.0,Beneficial effects of GH/IGF-1 on skeletal muscle atrophy and function in experimental heart failure.,Am J Physiol Cell Physiol,"Muscle atrophy is a determinant of exercise capacity in heart failure (CHF). Myocyte apoptosis, triggered by tumor necrosis factor-alpha (TNF-alpha) or its second messenger sphingosine (SPH), is one of the causes of atrophy. Growth hormone (GH) improves hemodynamic and cardiac trophism in several experimental models of CHF, but its effect on skeletal muscle in CHF is not yet clear. We tested the hypothesis that GH can prevent skeletal muscle apoptosis in rats with CHF. CHF was induced by injecting monocrotaline. After 2 wk, 2 groups of rats were treated with GH (0.2 mg.kg(-1).day(-1) and 1.0 mg.kg(-1).day(-1)) subcutaneously. A third group of controls had saline. After 2 additional weeks, rats were killed. Tibialis anterior cross-sectional area, myosin heavy chain (MHC) composition, and a study on myocyte apoptosis and serum levels of TNF-alpha and SPH were carried out. The number of apoptotic nuclei, muscle atrophy, and serum levels of TNF-alpha and SPH were decreased with GH at high but not at low doses compared with CHF rats. Bcl-2 was increased, whereas activated caspases and bax were decreased. The MHC pattern in GH-treated animals was similar to that of controls. Monocrotaline slowed down both contraction and relaxation but did not affect specific tetanic force, whereas absolute force was decreased. GH treatment restored contraction and relaxation to control values and brought muscle mass and absolute twitch and tetanic tension to normal levels. These findings may provide an insight into the therapeutic strategy of GH given to patients with CHF to improve exercise capacity.",2004,286,1,C138-44,10.1152/ajpcell.00114.2003,#3345,DallaLibera 2004,
662,17324748.0,Knockout mice reveal that the angiotensin II type 1B receptor links to smooth muscle contraction.,Am J Hypertens,"BACKGROUND: Rodents express two isoforms of the angiotensin II type 1 (AT(1)) receptor: AT(1A) and AT(1B). It is unclear which receptor subtype mediates contraction in response to angiotensin II in various arteries. We tested the hypothesis that the AT(1B) receptor is the predominant receptor that mediates contraction in the abdominal aorta in response to angiotensin II. METHODS: Isometric tension responses to angiotensin II were determined in abdominal aortic rings obtained from male wild-type and AT(1B) receptor knockout mice. The rings were suspended in an organ bath of a wire myograph and contractions to angiotensin II and other vasoconstrictors were determined. RESULTS: Angiotensin II contracted aortic segments from wild-type mice; however, this response was virtually absent in rings obtained from AT(1B) receptor knockout mice. Contractions in response to K(+) and U46619 (thromboxane A(2) mimetic) were not different between rings obtained from wild-type and AT(1B) receptor knockout mice. CONCLUSIONS: Reduced angiotensin II contraction is not related to a generalized decrease in smooth muscle function, rather it is specifically due to genetic ablation of the AT(1B) receptor. Our data support the concept that AT(1B) receptors couple to contraction in the mouse abdominal aorta, a function that parallels the single known AT(1) receptor in human vascular smooth muscle.",2007,20,3,335-7,10.1016/j.amjhyper.2006.09.007,#3346,SwaffordANJr 2007,
663,16515774.0,Effects of NO on mitochondrial function in cardiomyocytes: Pathophysiological relevance.,Cardiovasc Res,"Although the specific roles of nitric oxide (NO) in the heart in general and on cardiac mitochondria in particular remain controversial, it is now clear that both endogenous and exogenous sources of NO exert important modulatory effects on mitochondrial function. There is also growing evidence that NO can be produced within the mitochondria themselves. NO can influence respiratory activity, both through direct effects on the respiratory chain or indirectly via modulation of mitochondrial calcium accumulation. At pathological concentrations, NO can cause irreversible alterations in respiratory function and can also interact with reactive oxygen species (ROS) to form reactive nitrogen species, which may further impair mitochondrial respiration and can even lead to opening of the mitochondrial permeability transition pore and cell death. Diabetes, aging, myocardial ischemia, and heart failure have all been associated with altered ROS generation, which can alter the delicate regulatory balance of effects of NO in the mitochondria. As NO competes with oxygen at cytochrome oxidase, it can be argued that experiments exploring the roles of NO on mitochondrial respiration should be performed at physiological (i.e. relatively low) oxygen tensions. Improvements in techniques, and a gradual appreciation of the many potential pitfalls in studying mitochondrial NO, are leading to a recognition of the role of NO in the regulation of mitochondrial function in the heart in health and disease.",2006,71,1,21-Oct,10.1016/j.cardiores.2006.01.019,#3347,Davidson 2006,
664,6794096.0,The actions of prostaglandins and cyclo-oxygenase inhibition on the resistance vessels supplying the human fetal placenta.,Prostaglandins,"The resistance arteries supplying individual exchange villi of the full-term human fetal placenta were examined for their reactivity to various prostaglandins (PG's) as well as for their ability to synthesize biologically active PG's. PGA1, PGF2 alpha, PGE2 and PGE1 produced dose-dependent contractions between 10(-7) and 10(-5)M. The order of potency observed was PGA1 approximately PGF2 alpha greater than PGE2 greater than PGE1. TXB2 was without activity in this preparation. Prostacyclin (PGI2) produced a dose-dependent relaxation of pre-contracted strips between 10(-8)M and 10(-5)M. Arachidonic acid (A.A.) produced stable dose-dependent contractions (10(-5) M to 10(-3)M) which were totally abolished by pretreatment with 10(-7)M meclofenamate (MF). At no concentration of A.A. was any evidence of vascular relaxation observed. Larger concentrations of MF (greater than 10(-6)M) resulted in a non-specific depression of the placental vascular smooth muscle. Meclofenamate (10(-7)M) pretreatment of strips subjected to dose-response studies using PGF2 alpha, PGE2, bradykinin (B K) and angiotensin II (AII) revealed a significant reduction in tension developed to both BK and AII. This finding suggests that the vasoactive peptides BK and AII stimulate the synthesis of vasoconstricting PG's in the fetal placental resistance arteries which relax in response to PGI2 and contract in response to the other PG's tested.",1981,21,6,1033-43,10.1016/0090-6980(81)90171-4,#3349,Tulenko 1981,
665,4023976.0,Airway responsiveness to histamine in man: effect of atropine on in vivo and in vitro comparison.,Thorax,"Airway responsiveness to histamine in man may be determined by the smooth muscle sensitivity to histamine or to the interaction between vagal nerve input and smooth muscle sensitivity. We have compared in vivo responsiveness to histamine with in vitro smooth muscle sensitivity to histamine in 20 non-asthmatic patients and one asthmatic patient undergoing thoracic surgery. Histamine responsiveness was assessed in the first 10 non-asthmatics without atropine pretreatment, in the second 10 after atropine pretreatment, and in the asthmatic patient both with and without atropine. In vivo responsiveness was also measured in 10 normal subjects and 10 asthmatic patients not undergoing surgery. Results were expressed as the provocation concentration (PC) causing a decrease in FEV1 of 20% (PC20FEV1) and in specific airways conductance of 35% (PC35SGaw), and in terms of maximal expiratory flow at 35% vital capacity, measured from the partial (V35(P] and complete (V35(C] flow volume curves of 35% (PC35V35(P); PC35V35(C]. In vitro smooth muscle sensitivity to histamine of bronchial tissue obtained at thoracotomy was expressed as the concentration causing a 50% maximum contraction (EC50) and as the maximum tension generated. There was considerable variation between patients in the in vivo responsiveness but a relatively narrow range for in vitro responses. There was no significant correlation between in vivo responsiveness, either with or without atropine pretreatment, and in vitro results. The asthmatic patient showed hyperresponsiveness in vivo but but not in vitro. These results suggest that in vitro airway smooth muscle sensitivity to histamine is not the sole determinant of in vivo airway responsiveness and that this lack of relationship is not explained by the influence of vagal nerve input on in vivo measurements. The results in the asthmatic patient suggest that airway hyperresponsiveness may be an in vivo phenomenon which is not related to a primary abnormality of airway smooth muscle.",1985,40,4,261-7,10.1136/thx.40.4.261,#3350,Roberts 1985,
666,19436684.0,Desensitization to dyspnea in COPD with specificity for exercise training mode.,Int J Chron Obstruct Pulmon Dis,"Patients with chronic obstructive pulmonary disease (COPD) exhibit improved exercise capacity after physical training due to reconditioning and improved ventilatory efficiency. Other possible effects are improved ventilatory muscle function and desensitization to dyspnea. We compared general physical training (GPT), consisting of walking and stair climbing exercises, with inspiratory muscle training (IMT), consisting of targeted breathing through inspiratory resistances, in two groups with severe COPD. Seven subjects; age 60 (8) years, forced expiratory volume in one second (FEV(1)) 0.84 (0.35) L, arterial oxygen tension (PaO(2)) 11.1 (0.8) kPa, arterial carbon dioxide tension (PaCO(2)) 4.9 (0.3) kPa, had GPT and nine subjects; age 60 (9) years, FEV(1) 0.83 (0.31) L, PaO(2) 10.4 (0.8) kPa, PaCO(2) 4.4 (0.5) kPa had IMT. Each group trained daily for 30 minutes for eight weeks and 70% of the sessions were supervised. Six minute walking distance increased in both groups: 32 m (6.9% P < 0.05) with GPT and 23 m (4.8%; P < 0.05) with IMT but significant improvements in symptom-limited incremental cycle exercise performance were not detected. Breathlessness by visual analog scale was reduced following 6-minute walks after GPT (P < 0.05) but not after IMT. Following maximal incremental tests, breathlessness scores were unchanged for both groups. COPD patients performing regular physical exercise report reductions in breathlessness which are specific to the exercise training mode.",2009,4,,33-43,10.2147/copd.s3948,#3351,Cooper 2009,
667,15378277.0,Anatomical and biomechanical investigations of the iliotibial tract.,Surg Radiol Anat,"Divergent descriptions of the anatomic location and biomechanical function of the iliotibial tract (IT) can be found in the literature. This study attempted to obtain exact data regarding the anatomic course and material characteristics including the biomechanical properties of this structure. The following were its aims: (1) anatomical investigations of the IT; (2) mechanical properties of the IT; (3) femoral head centralizing force of the IT and subligamentous forces in the height of the greater trochanter in different joint positions by using a custom-made measuring prosthesis and a subligamentous positioned sensor; (4) construction of a finite element model of the proximal femur including the IT and measuring the femoral neck angle under variation. The hip joints and IT in a total of 18 unfixed corpses were evaluated. We studied the anatomic relationship to surrounding structures, as well as the material properties with the help of tensile strength testing utilizing an uniaxial apparatus. During the test, a load-displacement curve was registered, documenting the maximum load and deformation of the IT. To measure the subligamentous pressure at the height of the greater trochanter, a custom-made sensor with a power-recording instrument was constructed. Furthermore, an altered hip prosthesis with a pressure gauge at the height of the femoral neck was used to measure the forces which are directed at the acetabulum. The investigations were done in neutral-0 position and ab/adduction of the hip joint of the unfixed corpse. In addition, we varied the femoral neck angle between 115 degrees and 155 degrees in 5 degrees steps. To confirm the subligamentous forces, we did the same measurements intraoperatively at the height of the greater trochanter before and after hip joint replacement in 12 patients. We constructed a finite element model of the proximal femur and considering the IT. The acquisition of the data was done at physiological (128 degrees), varus (115 degrees), and valgus (155 degrees) femoral neck angles. The influencing forces of the IT at the height of the greater trochanter and the forces at the femoral head or the acetabulum could be measured. Our anatomical investigations revealed a splitting of the IT into a superficial and a deep portion, which covers the tensor fasciae latae. The tensor fasciae latae has an insertion on the IT. The IT continues down the femur, passing over the greater trochanter without developing an actual fixation to the bone. Part of the insertion of the gluteus maximus radiates into the IT. The IT passes over the vastus lateralis and inserts at the infracondylar tubercle of the tibia or Gerdy's tubercle, at the head of the fibula, as well as at the lateral intermuscular septum. Portions also insert on the transverse and longitudinal retinaculum of the patella. Concerning the material properties of the IT, we found a structural stiffness of 17 N/mm extension on average (D = 17 N/mm). The subligamentous measurements at the height of the greater trochanter in the unfixed corpse and intraoperatively during hip joint replacement showed an increase of the forces during adduction and a decrease during abduction of the hip joint. We found thereby a maximum increase up to 106 N with 40 degrees adduction. Concerning the femoral neck angle, we can state that valgus leads to lower subligamentous forces and varus to higher subligamentous forces. The forces directed at the acetabulum, which were measured by the prosthesis with a sensor along the femoral neck, showed a decrease with varus angles and an increase with valgus angles. The highest force of 624 N was measured with 40 degrees adduction and an angle of 155 degrees. The finite element model of the proximal femur showed a sole hip joint-centralizing force of the IT of 655 N with a femoral neck angle of 128 degrees after subtraction of the gluteal muscle force and the body weight. At 115 degrees, we found an increase up to 997 N and a decrease to 438 N at 155 degrees. Concerning the resulting forces in the acetabulum, we found opposite forces in comparison with the force of the IT at the height of the greater trochanter: at 115 degrees, a femoral head-centralizing force of 1601 N; at 128 degrees, 2360 N; and at 155 degrees, 2422 N. By our investigations, we can approximately prove the hip joint-centralizing force of the IT. By variation of the femoral neck angle and the position of the hip joint, we can predict the subligamentous force of the IT and the resulting force at the femoral head or at the acetabulum. The intraoperative measurement of the subligamentous forces of the IT is a good monitoring mechanism for the persistent hip-centralizing function of the IT in the course of hip joint replacement. The surgeon has the opportunity to check the stability of the hip joint after replacement. The finite element model gives the opportunity to check the divergent relative strength by variation of the femoral neck angle and the tension of the IT. In this way, the changes in the forces induced by a displacement osteotomy could be estimated preoperatively.",2004,26,6,433-46,10.1007/s00276-004-0265-8,#3352,Birnbaum 2004,
668,9149761.0,Locomotion in patients with spinal cord injuries.,Phys Ther,"Following central motor lesions, two forms of reorganization can be observed that lead to improved mobility: (1) the development of increased muscle tone and (2) the activation of spinal locomotor centers induced by specific treadmill training. Tension development is different from normal during spastic gait and appears to be independent of exaggerated monosynaptic stretch reflexes. Exaggerated stretch reflexes are associated with an absence or reduction of functionally essential polysynaptic reflexes. Based on observations of the locomotor capacity of the spinal cat, recent studies have indicated that spinal locomotor centers can be activated and trained in patients with complete or incomplete paraplegia when the body is partially unloaded. The level of electromyographic activity in the gastrocnemius muscle, however, is considerably lower in patients with central motor lesions than in persons without neurological impairments. During the course of a daily locomotor training program, the amplitude of gastrocnemius muscle electromyographic activity increases during the stance phase and inappropriate tibialis anterior muscle activity decreases. Such training programs can improve the ability of patients with incomplete paraplegia to walk on stationary surfaces. This article reviews the pathophysiology and functional importance of increased muscle tone and the effects of treadmill training on the locomotor pattern underlying new attempts to improve the mobility of patients with paraplegia.",1997,77,5,508-16,10.1093/ptj/77.5.508,#3353,Dietz 1997,
669,21685109.0,Integration of rehabilitation and acupuncture in the treatment of a professional musician with temporomandibular joint dysfunction.,Acupunct Med,"This case study describes the use of acupuncture in a professional musician with myogenic temporomandibular dysfunction. The 3-year history of symptoms was associated with persistent episodic tension-type headaches. Acupuncture was used for trigger point release, primarily of the masticatory muscles, in conjunction with exercise therapy. After 8 weekly acupuncture sessions, the patient's pain had completely resloved, headaches had resolved and the Patient-Specific Functional Scale showed significant improvements.",2011,29,4,298-301,10.1136/aim.2010.003889,#3354,Hunter 2011,
670,21057106.0,Docosahexaenoic acid derivative prevents inflammation and hyperreactivity in lung: implication of PKC-Potentiated inhibitory protein for heterotrimeric myosin light chain phosphatase of 17 kD in asthma.,Am J Respir Cell Mol Biol,"The effects of a newly synthesized docosahexaenoic acid (DHA) derivative, CRBM-0244, on lung inflammation and airway hyperresponsiveness were determined in an in vitro model of TNF-α-stimulated human bronchi and in an in vivo model of allergic asthma. Mechanical tension measurements revealed that CRBM-0244 prevented bronchial hyperresponsiveness in TNF-α-pretreated human bronchi. Moreover, treatment with CRBM-0244 resulted in a decrease in NF-κB activation and cyclooxygenase-2 (COX-2) overexpression triggered by TNF-α. The inhibition of peroxisome proliferator-activated receptor-γ with GW9662 abolished the CRBM-0244-mediated anti-inflammatory effects. CRBM-0244 reduced the Ca(2+) sensitivity of bronchial smooth muscle through a decrease in the phosphorylation and expression of the PKC-potentiated inhibitory protein for heterotrimeric myosin light chain phosphatase of 17 kDa (CPI-17). Results also revealed an overexpression of CPI-17 protein in lung biopsies derived from patients with asthma. Furthermore, the presence of specialized enzymes such as 5-lipoxygenase and 15-lipoxygenase in the lung may convert CRBM-0244 into active mediators, leading to the resolution of inflammation. The in vivo anti-inflammatory properties of CRBM-0244 were also investigated in a guinea pig model of allergic asthma. After oral administration of CRBM-0244, airway leukocyte recruitment, airway mucus, ovalbumin-specific IgE, and proinflammatory markers such as TNF-α and COX-2 were markedly reduced. Hence, CRBM-0244 treatment prevents airway hyperresponsiveness, Ca(2+) hypersensitivity, and the overexpression of CPI-17 in lung tissue. Together, these findings provide key evidence regarding the mode of action of CRBM-0244 in the lung, and point to new therapeutic strategies for modulating inflammation in patients with asthma.",2011,45,2,366-75,10.1165/rcmb.2010-0156OC,#3355,Morin 2011,
671,12176743.0,Functional and molecular identification of ERG channels in murine portal vein myocytes.,Am J Physiol Cell Physiol,"Ion channels encoded by ether-à-go-go-related genes (ERG) have been implicated in repolarization of the cardiac action potential and also as components of the resting membrane conductance in various cells. The aim of the present study was to determine whether ERG channels were expressed in smooth muscle cells isolated from portal vein. RT-PCR demonstrated the expression of murine ERG (mERG), and real-time quantitative PCR showed that the mERG1b isoform predominated over the mERG1a, mERG2, and mERG3 in portal vein. Single myocytes from portal vein displayed membrane staining with an ERG1-specific antibody. Whole cell voltage-clamp experiments were performed to determine whether portal vein myocytes expressed functional ERG channels. Large inward currents with distinctive kinetics were elicited that were inhibited rapidly by E-4031 (mean amplitude of the E-4031-sensitive current at -120 mV was -205 +/- 24 pA; n = 14). Deactivation of the E-4031-sensitive current was voltage dependent (mean time constants at -80 and -120 mV were 103 +/- 9 and 33 +/- 2 ms, respectively; n = 13). Because of the rapid kinetics of mERG currents at more negative potentials, there was a substantial noninactivating ""window"" current that reached a maximum of -66 +/- 10 pA at -70 mV. Complete portal veins exhibited spontaneous contractile activity in isometric tension experiments, and this activity was modified significantly by E-4031. These data show that ERG channels are expressed in murine portal vein myocytes that may contribute to the resting membrane conductance.",2002,283,3,C866-77,10.1152/ajpcell.00099.2002,#3356,Ohya 2002,
672,25022569.0,Combining hypoxia and bioreactor hydrodynamics boosts induced pluripotent stem cell differentiation towards cardiomyocytes.,Stem Cell Rev Rep,"Cardiomyocytes (CMs) derived from induced pluripotent stem cells (iPSCs) hold great promise for patient-specific disease modeling, drug screening and cell therapy. However, existing protocols for CM differentiation of iPSCs besides being highly dependent on the application of expensive growth factors show low reproducibility and scalability. The aim of this work was to develop a robust and scalable strategy for mass production of iPSC-derived CMs by designing a bioreactor protocol that ensures a hypoxic and mechanical environment. Murine iPSCs were cultivated as aggregates in either stirred tank or WAVE bioreactors. The effect of dissolved oxygen and mechanical forces, promoted by different hydrodynamic environments, on CM differentiation was evaluated. Combining a hypoxia culture (4 % O2 tension) with an intermittent agitation profile in stirred tank bioreactors resulted in an improvement of about 1000-fold in CM yields when compared to normoxic (20 % O2 tension) and continuously agitated cultures. Additionally, we showed for the first time that wave-induced agitation enables the differentiation of iPSCs towards CMs at faster kinetics and with higher yields (60 CMs/input iPSC). In an 11-day differentiation protocol, clinically relevant numbers of CMs (2.3 × 10(9) CMs/1 L) were produced, and CMs exhibited typical cardiac sarcomeric structures, calcium transients, electrophysiological profiles and drug responsiveness. This work describes significant advances towards scalable cardiomyocyte differentiation of murine iPSC, paving the way for the implementation of this strategy for mass production of their human counterparts and their use for cardiac repair and cardiovascular research.",2014,10,6,786-801,10.1007/s12015-014-9533-0,#3357,Correia 2014,
673,25064038.0,"Mechanical, hormonal, and hypertrophic adaptations to 10 weeks of eccentric and stretch-shortening cycle exercise training in old males.",Exp Gerontol,"The growth promoting effects of eccentric (ECC) contractions are well documented but it is unknown if the rate of stretch per se plays a role in such muscular responses in healthy aging human skeletal muscle. We tested the hypothesis that exercise training of the quadriceps muscle with low rate ECC and high rate ECC contractions in the form of stretch-shortening cycles (SSCs) but at equal total mechanical work would produce rate-specific adaptations in healthy old males age 60-70. Both training programs produced similar improvements in maximal voluntary isometric (6%) and ECC torque (23%) and stretch-shortening cycle function (reduced contraction duration [24%] and enhanced elastic energy storage [12%]) (p<0.05). The rate of torque development increased 30% only after SSC exercise (p<0.05). Resting testosterone and cortisol levels were unchanged but after each program the acute exercise-induced cortisol levels were 12-15% lower (p<0.05). Both programs increased quadriceps size 2.5% (p<0.05). It is concluded that both ECC and SSC exercise training produces favorable adaptations in healthy old males' quadriceps muscle. Although the rate of muscle tension during the SSC vs. ECC contractions was about 4-fold greater, the total mechanical work seems to regulate the hypetrophic, hormonal, and most of the mechanical adaptations. However, SSC exercise was uniquely effective in improving a key deficiency of aging muscle, i.e., its ability to produce force rapidly.",2014,58,,69-77,10.1016/j.exger.2014.07.013,#3358,VÃ¡czi 2014,Aging
674,18183414.0,TRP channels and mechanosensory transduction: insights into the arterial myogenic response.,Pflugers Arch,"Mechano-gated ion channels are implicated in a variety of key physiological functions ranging from touch sensitivity to arterial pressure regulation. Seminal work in prokaryotes and invertebrates provided strong evidence for the role of specific ion channels in volume regulation, touch sensitivity, or hearing, specifically the mechanosensitive channel subunits of large and small conductances (MscL and MscS), the mechanosensory channel subunits (MEC) and the transient receptor potential channel subunits (TRP). In mammals, recent studies further indicate that members of the TRP channel family may also be considered as possible candidate mechanosensors responding to either tension, flow, or changes in cell volume. However, contradictory results have challenged whether these TRP channels, including TRPC1 and TRPC6, are directly activated by mechanical stimulation. In the present review, we will focus on the mechanosensory function of TRP channels, discuss whether a direct or indirect mechanism is at play, and focus on the proposed role for these channels in the arterial myogenic response to changes in intraluminal pressure.",2008,456,3,529-40,10.1007/s00424-007-0432-y,#3359,Sharif-Naeini 2008,
675,2473286.0,Different effects of endothelin-1 on cAMP- and cGMP-mediated vascular relaxation in human arteries and veins: comparison with norepinephrine.,J Cardiovasc Pharmacol,"Endothelin-1 (ET-1) is a new cardiovascular hormone produced by endothelial cells. The vascular effects of the peptide and its interaction with cAMP- and cGMP-dependent relaxation were investigated in human arteries and veins. Internal mammary arteries and veins and saphenous veins were obtained intraoperatively and suspended in organ chambers; isometric tension was recorded. The blood vessels were contracted with ET-1 or norepinephrine and relaxations to prostacyclin or sodium nitroprusside were studied. Mammary veins exhibited an enhanced sensitivity to ET-1 (10(-11) to 3 X 10(-7) M) as compared to the artery and saphenous vein (log shift at ED50: 32- and 79-fold, respectively; p less than 0.005). In saphenous veins maximally contracted with ET-1, relaxations to prostacyclin were blunted as compared to the artery (p less than 0.005; n = 5). Similarly, ET-1 inhibited relaxations to sodium nitroprusside in the vein, but not in the artery. In contrast, venous rings contracted with norepinephrine were more sensitive to sodium nitroprusside than the artery. Thus, the human mammary vein, but not the saphenous vein, is more sensitive to the vasoconstrictor effects of ET-1 when compared to the mammary artery. In veins, ET-1 but not norepinephrine inhibits the vascular effects of prostacyclin and sodium nitroprusside, suggesting a specific interaction of the peptide with cAMP- and cGMP-dependent relaxation.",1989,13 Suppl 5,,S129-31; discussion S142,10.1097/00005344-198900135-00032,#3360,Yang 1989,
676,34223706.0,Evaluating aminophylline and progesterone combination treatment to modulate contractility and labor-related proteins in pregnant human myometrial tissues.,Pharmacol Res Perspect,"Progesterone (P4) and cyclic adenosine monophosphate (cAMP) are regarded as pro-quiescent factors that suppress uterine contractions during pregnancy. We previously used human primary cells in vitro and mice in vivo to demonstrate that simultaneously enhancing myometrial P4 and cAMP levels may reduce inflammation-associated preterm labor. Here, we assessed whether aminophylline (Ami; phosphodiesterase inhibitor) and P4 can reduce myometrial contractility and contraction-associated proteins (CAPs) better together than individually; both agents are clinically used drugs. Myometrial tissues from pregnant non-laboring women were treated ex vivo with Ami acutely (while spontaneous contracting) or throughout 24-h tissue culture (±P4); isometric tension measurements, PKA assays, and Western blotting were used to assess tissue contractility, cAMP action, and inflammation. Acute (1 h) treatment with 250 and 750 μM Ami reduced contractions by 50% and 84%, respectively, which was not associated with a directly proportional increase in whole tissue PKA activity. Sustained myometrial relaxation was observed during 24-h tissue culture with 750 μM Ami, which did not require P4 nor reduce CAPs. COX-2 protein can be reduced by 300 nM P4 but this did not equate to myometrial relaxation. Ami (250 μM) and P4 (100 and 300 nM) co-treatment did not prevent oxytocin-augmented contractions nor reduce CAPs during interleukin-1β stimulation. Overall, Ami and P4 co-treatment did not suppress myometrial contractions more than either agent alone, which may be attributed to low specificity and efficacy of Ami; cAMP and P4 action at in utero neighboring reproductive tissues during pregnancy should also be considered.",2021,9,4,e00818,10.1002/prp2.818,#3361,Lai 2021,cAMP
677,27824735.0,Surgical Treatment of Chronic Essex-Lopresti Lesion: Interosseous Membrane Reconstruction and Radial Head Prosthesis.,Tech Hand Up Extrem Surg,"The Essex-Lopresti lesion, or radioulnar longitudinal dissociation, results from an axial load to the forearm with lesion to the radial head, interosseous membrane and distal radioulnar joint. The lesion is rarely diagnosed early, therefore treatment is often subacute or chronic. In these cases, procedures such as radial head replacement, ulnar shortening and/or wafer procedures should be combined with reconstruction of the interosseous membrane central band to restore longitudinal stability of the forearm. In the technique described, we use a folded fascia lata allograft fixed with specific device throughout transulnar and transradial tunnels passed through dorsal soft tissue access. The graft tension is progressively addressed with the help of fixation device. It seems an easily surgical technique without donor site morbidity.",2017,21,1,7-Feb,10.1097/BTH.0000000000000143,#3362,Bigazzi 2017,
